Project Code,PA/NF Status,Model Name,Model Family,Platform,Platform Group,Fuel Type,Fuel Type Group,Build Type,OEM,Brand,Segment,Body Type,SSS,Brand Indicator,YEAR, Volume(simulation) ,Volume Property,PR Status,SOP Time,EOP Time,Model Family SOP,Model Family EOP,Volume Level,C6 Premises,Cloud Info,Remark
VW380/0CN_K,NF,Golf A8,Golf,MQB 37 (W),MQB,ICE,ICE,CKD,FAW-VW,VW,A,Hatchback,Plus,Volume,2017," 56,285 ",AaK,PR66.SP,2017/8/1,2021/8/1,,,Vol.  Level,KAK0119,,
VW380/0CN_K,NF,Golf A8,Golf,MQB 37 (W),MQB,ICE,ICE,CKD,FAW-VW,VW,A,Hatchback,Plus,Volume,2018," 152,683 ",AaK,PR66.SP,2017/8/1,2021/8/1,,,Vol.  Level,KAK0119,,
VW380/0CN_K,NF,Golf A8,Golf,MQB 37 (W),MQB,ICE,ICE,CKD,FAW-VW,VW,A,Hatchback,Plus,Volume,2019," 174,995 ",AaK,PR66.SP,2017/8/1,2021/8/1,,,Vol.  Level,KAK0119,,
VW380/0CN_K,NF,Golf A8,Golf,MQB 37 (W),MQB,ICE,ICE,CKD,FAW-VW,VW,A,Hatchback,Plus,Volume,2020," 151,754 ",AaK,PR66.SP,2017/8/1,2021/8/1,,,Vol.  Level,KAK0119,,
VW380/0CN_K,NF,Golf A8,Golf,MQB 37 (W),MQB,ICE,ICE,CKD,FAW-VW,VW,A,Hatchback,Plus,Volume,2021," 116,974 ",AaK,PR66.SP,2017/8/1,2021/8/1,,,Vol.  Level,KAK0119,,
VW380/0CN_K1,PA,Golf A8 PA,Golf,MQB 37 (W),MQB,ICE,ICE,CKD,FAW-VW,VW,A,Hatchback,Plus,Volume,2021," 41,110 ",AaK,PR66.SP,2021/8/1,2024/8/1,,,Vol.  Level,KAK0119,,
VW380/0CN_K1,PA,Golf A8 PA,Golf,MQB 37 (W),MQB,ICE,ICE,CKD,FAW-VW,VW,A,Hatchback,Plus,Volume,2022," 153,724 ",AaK,PR66.SP,2021/8/1,2024/8/1,,,Vol.  Level,KAK0119,,
VW380/0CN_K1,PA,Golf A8 PA,Golf,MQB 37 (W),MQB,ICE,ICE,CKD,FAW-VW,VW,A,Hatchback,Plus,Volume,2023," 122,587 ",AaK,PR66.SP,2021/8/1,2024/8/1,,,Vol.  Level,KAK0119,,
VW380/0CN_K1,PA,Golf A8 PA,Golf,MQB 37 (W),MQB,ICE,ICE,CKD,FAW-VW,VW,A,Hatchback,Plus,Volume,2024," 100,238 ",AaK,PR66.SP,2021/8/1,2024/8/1,,,Vol.  Level,KAK0119,,
VW390/0CN_K,NF,Golf A9,Golf,MQB 37 (W),MQB,ICE,ICE,CKD,FAW-VW,VW,A,Hatchback,Plus,Volume,2024," 16,179 ",AaK,PR66.SP,2024/8/1,2099/12/1,,,Vol.  Level,KAK0119,,
VW390/0CN_K,NF,Golf A9,Golf,MQB 37 (W),MQB,ICE,ICE,CKD,FAW-VW,VW,A,Hatchback,Plus,Volume,2025," 138,451 ",AaK,PR66.SP,2024/8/1,2099/12/1,,,Vol.  Level,KAK0119,,
VW390/0CN_K,NF,Golf A9,Golf,MQB 37 (W),MQB,ICE,ICE,CKD,FAW-VW,VW,A,Hatchback,Plus,Volume,2026," 102,149 ",AaK,PR66.SP,2024/8/1,2099/12/1,,,Vol.  Level,KAK0119,,
VW390/0CN_K,NF,Golf A9,Golf,MQB 37 (W),MQB,ICE,ICE,CKD,FAW-VW,VW,A,Hatchback,Plus,Volume,2027," 120,461 ",AaK,PR66.SP,2024/8/1,2099/12/1,,,Vol.  Level,KAK0119,,
VW370/2CN_K1,PA,Golf SV PA,Golf SV,MQB 37,MQB,ICE,ICE,CKD,FAW-VW,VW,A,Hatchback,Plus,Volume,2017," 45,038 ",AaK,PR66.SP,1900/1/0,2019/6/1,,,Vol.  Level,KAK0119,,
VW370/2CN_K1,PA,Golf SV PA,Golf SV,MQB 37,MQB,ICE,ICE,CKD,FAW-VW,VW,A,Hatchback,Plus,Volume,2018," 63,867 ",AaK,PR66.SP,1900/1/0,2019/6/1,,,Vol.  Level,KAK0119,,
VW370/2CN_K1,PA,Golf SV PA,Golf SV,MQB 37,MQB,ICE,ICE,CKD,FAW-VW,VW,A,Hatchback,Plus,Volume,2019," 65,773 ",AaK,PR66.SP,1900/1/0,2019/6/1,,,Vol.  Level,KAK0119,,
VW481/0CN_K,NF,Magotan B8,Magotan,MQB 48,MQB,ICE,ICE,CKD,FAW-VW,VW,B,Sedan,Main,Volume,2017," 17,987 ",AaK,PR66.SP,1900/1/0,3797/1/1,,,Vol.  Level,KAK0119,,
VW481/0CN_K1,PA,Magotan B8 PA,Magotan,MQB 48,MQB,ICE,ICE,CKD,FAW-VW,VW,B,Sedan,Main,Volume,2017," 192,239 ",AaK,PR66.SP,1900/1/0,2020/4/1,,,Vol.  Level,KAK0119,,
VW481/0CN_K1,PA,Magotan B8 PA,Magotan,MQB 48,MQB,ICE,ICE,CKD,FAW-VW,VW,B,Sedan,Main,Volume,2018," 195,972 ",AaK,PR66.SP,1900/1/0,2020/4/1,,,Vol.  Level,KAK0119,,
VW481/0CN_K1,PA,Magotan B8 PA,Magotan,MQB 48,MQB,ICE,ICE,CKD,FAW-VW,VW,B,Sedan,Main,Volume,2019," 157,377 ",AaK,PR66.SP,1900/1/0,2020/4/1,,,Vol.  Level,KAK0119,,
VW481/0CN_K1,PA,Magotan B8 PA,Magotan,MQB 48,MQB,ICE,ICE,CKD,FAW-VW,VW,B,Sedan,Main,Volume,2020," 115,874 ",AaK,PR66.SP,1900/1/0,2020/4/1,,,Vol.  Level,KAK0119,,
VW491/0CN_K,NF,Magotan B9,Magotan,MQB 48 (W),MQB,ICE,ICE,CKD,FAW-VW,VW,B,Sedan,Main,Volume,2020," 96,433 ",AaK,PR66.SP,2020/4/1,2024/1/1,,,Vol.  Level,KAK0119,,
VW491/0CN_K,NF,Magotan B9,Magotan,MQB 48 (W),MQB,ICE,ICE,CKD,FAW-VW,VW,B,Sedan,Main,Volume,2021," 185,919 ",AaK,PR66.SP,2020/4/1,2024/1/1,,,Vol.  Level,KAK0119,,
VW491/0CN_K,NF,Magotan B9,Magotan,MQB 48 (W),MQB,ICE,ICE,CKD,FAW-VW,VW,B,Sedan,Main,Volume,2022," 164,392 ",AaK,PR66.SP,2020/4/1,2024/1/1,,,Vol.  Level,KAK0119,,
VW491/0CN_K,NF,Magotan B9,Magotan,MQB 48 (W),MQB,ICE,ICE,CKD,FAW-VW,VW,B,Sedan,Main,Volume,2023," 203,719 ",AaK,PR66.SP,2020/4/1,2024/1/1,,,Vol.  Level,KAK0119,,
VW491/0CN_K,NF,Magotan B9,Magotan,MQB 48 (W),MQB,ICE,ICE,CKD,FAW-VW,VW,B,Sedan,Main,Volume,2024," 84,496 ",AaK,PR66.SP,2020/4/1,2024/1/1,,,Vol.  Level,KAK0119,,
VW491/0CN_K1,PA,Magotan B9 PA,Magotan,MQB 48 (W),MQB,ICE,ICE,CKD,FAW-VW,VW,B,Sedan,Main,Volume,2024," 140,345 ",AaK,PR66.SP,2024/1/1,2027/1/1,,,Vol.  Level,KAK0119,,
VW491/0CN_K1,PA,Magotan B9 PA,Magotan,MQB 48 (W),MQB,ICE,ICE,CKD,FAW-VW,VW,B,Sedan,Main,Volume,2025," 162,991 ",AaK,PR66.SP,2024/1/1,2027/1/1,,,Vol.  Level,KAK0119,,
VW491/0CN_K1,PA,Magotan B9 PA,Magotan,MQB 48 (W),MQB,ICE,ICE,CKD,FAW-VW,VW,B,Sedan,Main,Volume,2026," 181,170 ",AaK,PR66.SP,2024/1/1,2027/1/1,,,Vol.  Level,KAK0119,,
VW491/0CN_K1,PA,Magotan B9 PA,Magotan,MQB 48 (W),MQB,ICE,ICE,CKD,FAW-VW,VW,B,Sedan,Main,Volume,2027," 110,144 ",AaK,PR66.SP,2024/1/1,2027/1/1,,,Vol.  Level,KAK0119,,
VW401/0CN_K,NF,Magotan B10,Magotan,MQB 48 (W),MQB,ICE,ICE,CKD,FAW-VW,VW,B,Sedan,Main,Volume,2027," 127,635 ",AaK,PR66.SP,2027/1/1,2027/12/1,,,Vol.  Level,KAK0119,,
VW483/0CN_K,NF,CC FB,CC,MQB 48,MQB,ICE,ICE,CKD,FAW-VW,VW,B,Sedan,Plus,Volume,2017," 42,680 ",AaK,PR66.SP,1900/1/0,2017/8/1,,,Vol.  Level,KAK0119,,
VW483/0CN_K1,PA,CC FB PA,CC,MQB 48,MQB,ICE,ICE,CKD,FAW-VW,VW,B,Sedan,Plus,Volume,2017," 31,452 ",AaK,PR66.SP,2017/8/1,2021/4/1,,,Vol.  Level,KAK0119,,
VW483/0CN_K1,PA,CC FB PA,CC,MQB 48,MQB,ICE,ICE,CKD,FAW-VW,VW,B,Sedan,Plus,Volume,2018," 93,973 ",AaK,PR66.SP,2017/8/1,2021/4/1,,,Vol.  Level,KAK0119,,
VW483/0CN_K1,PA,CC FB PA,CC,MQB 48,MQB,ICE,ICE,CKD,FAW-VW,VW,B,Sedan,Plus,Volume,2019," 80,076 ",AaK,PR66.SP,2017/8/1,2021/4/1,,,Vol.  Level,KAK0119,,
VW483/0CN_K1,PA,CC FB PA,CC,MQB 48,MQB,ICE,ICE,CKD,FAW-VW,VW,B,Sedan,Plus,Volume,2020," 83,797 ",AaK,PR66.SP,2017/8/1,2021/4/1,,,Vol.  Level,KAK0119,,
VW483/0CN_K1,PA,CC FB PA,CC,MQB 48,MQB,ICE,ICE,CKD,FAW-VW,VW,B,Sedan,Plus,Volume,2021," 71,934 ",AaK,PR66.SP,2017/8/1,2021/4/1,,,Vol.  Level,KAK0119,,
VW483/0CN_K2,PA,CC FB PA2,CC,MQB 48 (W),MQB,ICE,ICE,CKD,FAW-VW,VW,B,Sedan,Plus,Volume,2021," 79,179 ",AaK,PR66.SP,2021/4/1,2024/4/1,,,Vol.  Level,KAK0119,,
VW483/0CN_K2,PA,CC FB PA2,CC,MQB 48 (W),MQB,ICE,ICE,CKD,FAW-VW,VW,B,Sedan,Plus,Volume,2022," 68,517 ",AaK,PR66.SP,2021/4/1,2024/4/1,,,Vol.  Level,KAK0119,,
VW483/0CN_K2,PA,CC FB PA2,CC,MQB 48 (W),MQB,ICE,ICE,CKD,FAW-VW,VW,B,Sedan,Plus,Volume,2023," 70,919 ",AaK,PR66.SP,2021/4/1,2024/4/1,,,Vol.  Level,KAK0119,,
VW483/0CN_K2,PA,CC FB PA2,CC,MQB 48 (W),MQB,ICE,ICE,CKD,FAW-VW,VW,B,Sedan,Plus,Volume,2024," 60,688 ",AaK,PR66.SP,2021/4/1,2024/4/1,,,Vol.  Level,KAK0119,,
VW482/1CN_K,NF,CC Sh Br,CC Sh Br,MQB 48,MQB,ICE,ICE,CKD,FAW-VW,VW,B,Estate,Plus,Volume,2017," 10,430 ",AaK,PR66.SP,2017/8/1,2021/4/1,,,Vol.  Level,KAK0119,,
VW482/1CN_K,NF,CC Sh Br,CC Sh Br,MQB 48,MQB,ICE,ICE,CKD,FAW-VW,VW,B,Estate,Plus,Volume,2018," 29,101 ",AaK,PR66.SP,2017/8/1,2021/4/1,,,Vol.  Level,KAK0119,,
VW482/1CN_K,NF,CC Sh Br,CC Sh Br,MQB 48,MQB,ICE,ICE,CKD,FAW-VW,VW,B,Estate,Plus,Volume,2019," 38,392 ",AaK,PR66.SP,2017/8/1,2021/4/1,,,Vol.  Level,KAK0119,,
VW482/1CN_K,NF,CC Sh Br,CC Sh Br,MQB 48,MQB,ICE,ICE,CKD,FAW-VW,VW,B,Estate,Plus,Volume,2020," 65,165 ",AaK,PR66.SP,2017/8/1,2021/4/1,,,Vol.  Level,KAK0119,,
VW482/1CN_K,NF,CC Sh Br,CC Sh Br,MQB 48,MQB,ICE,ICE,CKD,FAW-VW,VW,B,Estate,Plus,Volume,2021," 29,570 ",AaK,PR66.SP,2017/8/1,2021/4/1,,,Vol.  Level,KAK0119,,
VW482/1CN_K1,PA,CC ShBr PA,CC Sh Br,MQB 48,MQB,ICE,ICE,CKD,FAW-VW,VW,B,Estate,Plus,Volume,2021," 25,912 ",AaK,PR66.SP,2021/4/1,2024/4/1,,,Vol.  Level,KAK0119,,
VW482/1CN_K1,PA,CC ShBr PA,CC Sh Br,MQB 48,MQB,ICE,ICE,CKD,FAW-VW,VW,B,Estate,Plus,Volume,2022," 69,106 ",AaK,PR66.SP,2021/4/1,2024/4/1,,,Vol.  Level,KAK0119,,
VW482/1CN_K1,PA,CC ShBr PA,CC Sh Br,MQB 48,MQB,ICE,ICE,CKD,FAW-VW,VW,B,Estate,Plus,Volume,2023," 50,658 ",AaK,PR66.SP,2021/4/1,2024/4/1,,,Vol.  Level,KAK0119,,
VW482/1CN_K1,PA,CC ShBr PA,CC Sh Br,MQB 48,MQB,ICE,ICE,CKD,FAW-VW,VW,B,Estate,Plus,Volume,2024," 9,739 ",AaK,PR66.SP,2021/4/1,2024/4/1,,,Vol.  Level,KAK0119,,
VW316/9CN_B,NF,A Minus CUVe,A Minus CUVe,MEB 31,MEB,BEV,NEV,CKD,FAW-VW,VW,A,SUV/CUV,NEV,Volume,2020," 63,918 ",AaK,PR66.SP,2020/3/1,2024/3/1,,,Vol.  Level,KAK0119,,
VW316/9CN_B,NF,A Minus CUVe,A Minus CUVe,MEB 31,MEB,BEV,NEV,CKD,FAW-VW,VW,A,SUV/CUV,NEV,Volume,2021," 75,654 ",AaK,PR66.SP,2020/3/1,2024/3/1,,,Vol.  Level,KAK0119,,
VW316/9CN_B,NF,A Minus CUVe,A Minus CUVe,MEB 31,MEB,BEV,NEV,CKD,FAW-VW,VW,A,SUV/CUV,NEV,Volume,2022," 139,664 ",AaK,PR66.SP,2020/3/1,2024/3/1,,,Vol.  Level,KAK0119,,
VW316/9CN_B,NF,A Minus CUVe,A Minus CUVe,MEB 31,MEB,BEV,NEV,CKD,FAW-VW,VW,A,SUV/CUV,NEV,Volume,2023," 129,481 ",AaK,PR66.SP,2020/3/1,2024/3/1,,,Vol.  Level,KAK0119,,
VW316/9CN_B,NF,A Minus CUVe,A Minus CUVe,MEB 31,MEB,BEV,NEV,CKD,FAW-VW,VW,A,SUV/CUV,NEV,Volume,2024," 88,379 ",AaK,PR66.SP,2020/3/1,2024/3/1,,,Vol.  Level,KAK0119,,
VW316/9CN_B1,PA,A Minus CUVe PA,A Minus CUVe,MEB 31,MEB,BEV,NEV,CKD,FAW-VW,VW,A,SUV/CUV,NEV,Volume,2024," 72,453 ",AaK,PR66.SP,2024/3/1,2027/3/1,,,Vol.  Level,KAK0119,,
VW316/9CN_B1,PA,A Minus CUVe PA,A Minus CUVe,MEB 31,MEB,BEV,NEV,CKD,FAW-VW,VW,A,SUV/CUV,NEV,Volume,2025," 161,433 ",AaK,PR66.SP,2024/3/1,2027/3/1,,,Vol.  Level,KAK0119,,
VW316/9CN_B1,PA,A Minus CUVe PA,A Minus CUVe,MEB 31,MEB,BEV,NEV,CKD,FAW-VW,VW,A,SUV/CUV,NEV,Volume,2026," 207,436 ",AaK,PR66.SP,2024/3/1,2027/3/1,,,Vol.  Level,KAK0119,,
VW316/9CN_B1,PA,A Minus CUVe PA,A Minus CUVe,MEB 31,MEB,BEV,NEV,CKD,FAW-VW,VW,A,SUV/CUV,NEV,Volume,2027," 145,620 ",AaK,PR66.SP,2024/3/1,2027/3/1,,,Vol.  Level,KAK0119,,
VW326/9CN_B,NF,A Minus CUVe NF,A Minus CUVe,MEB 31,MEB,BEV,NEV,CKD,FAW-VW,VW,A,SUV/CUV,NEV,Volume,2027," 127,048 ",AaK,PR66.SP,2027/3/1,2099/12/1,,,Vol.  Level,KAK0119,,
VW331/5CN_B,NF,Bora BEV,Bora,MQB 37,MQB,BEV,NEV,CKD,FAW-VW,VW,A,Sedan,NEV,Volume,2017," 63,680 ",AaK,PR66.SP,1900/1/0,2020/12/1,,,Vol.  Level,KAK0119,,
VW331/5CN_B,NF,Bora BEV,Bora,MQB 37,MQB,BEV,NEV,CKD,FAW-VW,VW,A,Sedan,NEV,Volume,2018," 22,292 ",AaK,PR66.SP,1900/1/0,2020/12/1,,,Vol.  Level,KAK0119,,
VW331/5CN_B,NF,Bora BEV,Bora,MQB 37,MQB,BEV,NEV,CKD,FAW-VW,VW,A,Sedan,NEV,Volume,2019," 57,853 ",AaK,PR66.SP,1900/1/0,2020/12/1,,,Vol.  Level,KAK0119,,
VW331/5CN_B,NF,Bora BEV,Bora,MQB 37,MQB,BEV,NEV,CKD,FAW-VW,VW,A,Sedan,NEV,Volume,2020," 30,528 ",AaK,PR66.SP,1900/1/0,2020/12/1,,,Vol.  Level,KAK0119,,
VW370/0CN_B,NF,Golf BEV,Golf,MQB 37,MQB,BEV,NEV,CKD,FAW-VW,VW,A,Hatchback,NEV,Volume,2017," 38,118 ",AaK,PR66.SP,1900/1/0,2017/8/1,,,Vol.  Level,KAK0119,,
VW413/1CN_B,NF,Aero B,Aero B,MEB,MEB,BEV,NEV,CKD,FAW-VW,VW,B,Sedan,NEV,Volume,2019," 44,472 ",AaK,PR66.SP,2019/3/1,2023/3/1,,,Vol.  Level,KAK0119,,
VW413/1CN_B,NF,Aero B,Aero B,MEB,MEB,BEV,NEV,CKD,FAW-VW,VW,B,Sedan,NEV,Volume,2020," 66,378 ",AaK,PR66.SP,2019/3/1,2023/3/1,,,Vol.  Level,KAK0119,,
VW413/1CN_B,NF,Aero B,Aero B,MEB,MEB,BEV,NEV,CKD,FAW-VW,VW,B,Sedan,NEV,Volume,2021," 61,578 ",AaK,PR66.SP,2019/3/1,2023/3/1,,,Vol.  Level,KAK0119,,
VW413/1CN_B,NF,Aero B,Aero B,MEB,MEB,BEV,NEV,CKD,FAW-VW,VW,B,Sedan,NEV,Volume,2022," 74,639 ",AaK,PR66.SP,2019/3/1,2023/3/1,,,Vol.  Level,KAK0119,,
VW413/1CN_B,NF,Aero B,Aero B,MEB,MEB,BEV,NEV,CKD,FAW-VW,VW,B,Sedan,NEV,Volume,2023," 51,404 ",AaK,PR66.SP,2019/3/1,2023/3/1,,,Vol.  Level,KAK0119,,
VW413/1CN_B1,PA,Aero B PA,Aero B,MEB,MEB,BEV,NEV,CKD,FAW-VW,VW,B,Sedan,NEV,Volume,2023," 98,460 ",AaK,PR66.SP,2023/3/1,2026/3/1,,,Vol.  Level,KAK0119,,
VW413/1CN_B1,PA,Aero B PA,Aero B,MEB,MEB,BEV,NEV,CKD,FAW-VW,VW,B,Sedan,NEV,Volume,2024," 96,920 ",AaK,PR66.SP,2023/3/1,2026/3/1,,,Vol.  Level,KAK0119,,
VW413/1CN_B1,PA,Aero B PA,Aero B,MEB,MEB,BEV,NEV,CKD,FAW-VW,VW,B,Sedan,NEV,Volume,2025," 116,480 ",AaK,PR66.SP,2023/3/1,2026/3/1,,,Vol.  Level,KAK0119,,
VW413/1CN_B1,PA,Aero B PA,Aero B,MEB,MEB,BEV,NEV,CKD,FAW-VW,VW,B,Sedan,NEV,Volume,2026," 93,330 ",AaK,PR66.SP,2023/3/1,2026/3/1,,,Vol.  Level,KAK0119,,
VW423/1CN_B,NF,Aero B NF,Aero B,MEB,MEB,BEV,NEV,CKD,FAW-VW,VW,B,Sedan,NEV,Volume,2026," 107,144 ",AaK,PR66.SP,2026/3/1,2099/12/1,,,Vol.  Level,KAK0119,,
VW423/1CN_B,NF,Aero B NF,Aero B,MEB,MEB,BEV,NEV,CKD,FAW-VW,VW,B,Sedan,NEV,Volume,2027," 176,590 ",AaK,PR66.SP,2026/3/1,2099/12/1,,,Vol.  Level,KAK0119,,
VW326/3CN_P,NF,Tayron PHEV,Tayron,MQB 37,MQB,PHEV,NEV,CKD,FAW-VW,VW,A,SUV/CUV,NEV,Volume,2017," 96,907 ",AaK,PR66.SP,2017/3/1,2019/5/1,,,Vol.  Level,KAK0119,,
VW326/3CN_P,NF,Tayron PHEV,Tayron,MQB 37,MQB,PHEV,NEV,CKD,FAW-VW,VW,A,SUV/CUV,NEV,Volume,2018," 80,061 ",AaK,PR66.SP,2017/3/1,2019/5/1,,,Vol.  Level,KAK0119,,
VW326/3CN_P,NF,Tayron PHEV,Tayron,MQB 37,MQB,PHEV,NEV,CKD,FAW-VW,VW,A,SUV/CUV,NEV,Volume,2019," 45,067 ",AaK,PR66.SP,2017/3/1,2019/5/1,,,Vol.  Level,KAK0119,,
VW326/3CN_P1,PA,Tayron PHEV PA,Tayron,MQB 37,MQB,PHEV,NEV,CKD,FAW-VW,VW,A,SUV/CUV,NEV,Volume,2019," 18,224 ",AaK,PR66.SP,2019/5/1,2021/7/1,,,Vol.  Level,KAK0119,,
VW326/3CN_P1,PA,Tayron PHEV PA,Tayron,MQB 37,MQB,PHEV,NEV,CKD,FAW-VW,VW,A,SUV/CUV,NEV,Volume,2020," 54,469 ",AaK,PR66.SP,2019/5/1,2021/7/1,,,Vol.  Level,KAK0119,,
VW326/3CN_P1,PA,Tayron PHEV PA,Tayron,MQB 37,MQB,PHEV,NEV,CKD,FAW-VW,VW,A,SUV/CUV,NEV,Volume,2021," 66,439 ",AaK,PR66.SP,2019/5/1,2021/7/1,,,Vol.  Level,KAK0119,,
VW336/3CN_P,NF,Tayron PHEV NF,Tayron,MQB 37,MQB,PHEV,NEV,CKD,FAW-VW,VW,A,SUV/CUV,NEV,Volume,2021," 77,485 ",AaK,PR66.SP,2021/7/1,2025/4/1,,,Vol.  Level,KAK0119,,
VW336/3CN_P,NF,Tayron PHEV NF,Tayron,MQB 37,MQB,PHEV,NEV,CKD,FAW-VW,VW,A,SUV/CUV,NEV,Volume,2022," 75,812 ",AaK,PR66.SP,2021/7/1,2025/4/1,,,Vol.  Level,KAK0119,,
VW336/3CN_P,NF,Tayron PHEV NF,Tayron,MQB 37,MQB,PHEV,NEV,CKD,FAW-VW,VW,A,SUV/CUV,NEV,Volume,2023," 66,149 ",AaK,PR66.SP,2021/7/1,2025/4/1,,,Vol.  Level,KAK0119,,
VW336/3CN_P,NF,Tayron PHEV NF,Tayron,MQB 37,MQB,PHEV,NEV,CKD,FAW-VW,VW,A,SUV/CUV,NEV,Volume,2024," 75,533 ",AaK,PR66.SP,2021/7/1,2025/4/1,,,Vol.  Level,KAK0119,,
VW336/3CN_P,NF,Tayron PHEV NF,Tayron,MQB 37,MQB,PHEV,NEV,CKD,FAW-VW,VW,A,SUV/CUV,NEV,Volume,2025," 36,610 ",AaK,PR66.SP,2021/7/1,2025/4/1,,,Vol.  Level,KAK0119,,
VW336/3CN_P1,PA,Tayron PHEV NF PA,Tayron,MQB 37,MQB,PHEV,NEV,CKD,FAW-VW,VW,A,SUV/CUV,NEV,Volume,2025," 17,020 ",AaK,PR66.SP,2025/4/1,2099/12/1,,,Vol.  Level,KAK0119,,
VW336/3CN_P1,PA,Tayron PHEV NF PA,Tayron,MQB 37,MQB,PHEV,NEV,CKD,FAW-VW,VW,A,SUV/CUV,NEV,Volume,2026," 92,877 ",AaK,PR66.SP,2025/4/1,2099/12/1,,,Vol.  Level,KAK0119,,
VW336/3CN_P1,PA,Tayron PHEV NF PA,Tayron,MQB 37,MQB,PHEV,NEV,CKD,FAW-VW,VW,A,SUV/CUV,NEV,Volume,2027," 71,022 ",AaK,PR66.SP,2025/4/1,2099/12/1,,,Vol.  Level,KAK0119,,
VW481/0CN_P,NF,Magotan PHEV,Magotan,MQB 48,MQB,PHEV,NEV,CKD,FAW-VW,VW,B,Sedan,NEV,Volume,2017," 67,270 ",AaK,PR66.SP,1900/1/0,2020/7/1,,,Vol.  Level,KAK0119,,
VW481/0CN_P,NF,Magotan PHEV,Magotan,MQB 48,MQB,PHEV,NEV,CKD,FAW-VW,VW,B,Sedan,NEV,Volume,2018," 48,321 ",AaK,PR66.SP,1900/1/0,2020/7/1,,,Vol.  Level,KAK0119,,
VW481/0CN_P,NF,Magotan PHEV,Magotan,MQB 48,MQB,PHEV,NEV,CKD,FAW-VW,VW,B,Sedan,NEV,Volume,2019," 47,577 ",AaK,PR66.SP,1900/1/0,2020/7/1,,,Vol.  Level,KAK0119,,
VW481/0CN_P,NF,Magotan PHEV,Magotan,MQB 48,MQB,PHEV,NEV,CKD,FAW-VW,VW,B,Sedan,NEV,Volume,2020," 74,812 ",AaK,PR66.SP,1900/1/0,2020/7/1,,,Vol.  Level,KAK0119,,
VW491/0CN_P,NF,Magotan PHEV NF ,Magotan,MQB 48 (W),MQB,PHEV,NEV,CKD,FAW-VW,VW,B,Sedan,NEV,Volume,2021," 83,951 ",AaK,PR66.SP,2020/7/1,2024/1/1,,,Vol.  Level,KAK0119,,
VW491/0CN_P,NF,Magotan PHEV NF ,Magotan,MQB 48 (W),MQB,PHEV,NEV,CKD,FAW-VW,VW,B,Sedan,NEV,Volume,2022," 69,750 ",AaK,PR66.SP,2020/7/1,2024/1/1,,,Vol.  Level,KAK0119,,
VW491/0CN_P,NF,Magotan PHEV NF ,Magotan,MQB 48 (W),MQB,PHEV,NEV,CKD,FAW-VW,VW,B,Sedan,NEV,Volume,2023," 88,988 ",AaK,PR66.SP,2020/7/1,2024/1/1,,,Vol.  Level,KAK0119,,
VW491/0CN_P,NF,Magotan PHEV NF ,Magotan,MQB 48 (W),MQB,PHEV,NEV,CKD,FAW-VW,VW,B,Sedan,NEV,Volume,2024," 52,203 ",AaK,PR66.SP,2020/7/1,2024/1/1,,,Vol.  Level,KAK0119,,
VW491/0CN_P1,PA,Magotan PHEV NF PA,Magotan,MQB 48 (W),MQB,PHEV,NEV,CKD,FAW-VW,VW,B,Sedan,NEV,Volume,2024," 18,851 ",AaK,PR66.SP,2024/1/1,2027/1/1,,,Vol.  Level,KAK0119,,
VW491/0CN_P1,PA,Magotan PHEV NF PA,Magotan,MQB 48 (W),MQB,PHEV,NEV,CKD,FAW-VW,VW,B,Sedan,NEV,Volume,2025," 33,345 ",AaK,PR66.SP,2024/1/1,2027/1/1,,,Vol.  Level,KAK0119,,
VW491/0CN_P1,PA,Magotan PHEV NF PA,Magotan,MQB 48 (W),MQB,PHEV,NEV,CKD,FAW-VW,VW,B,Sedan,NEV,Volume,2026," 37,808 ",AaK,PR66.SP,2024/1/1,2027/1/1,,,Vol.  Level,KAK0119,,
VW491/0CN_P1,PA,Magotan PHEV NF PA,Magotan,MQB 48 (W),MQB,PHEV,NEV,CKD,FAW-VW,VW,B,Sedan,NEV,Volume,2027," 38,947 ",AaK,PR66.SP,2024/1/1,2027/1/1,,,Vol.  Level,KAK0119,,
VW401/0CN_P,NF,Magotan PHEV NF NF,Magotan,MQB 48 (W),MQB,PHEV,NEV,CKD,FAW-VW,VW,B,Sedan,NEV,Volume,2027," 32,652 ",AaK,PR66.SP,2027/1/1,2099/12/1,,,Vol.  Level,KAK0119,,
VW416/3CN_K,NF,B SUV,B SUV,MQB 41B,MQB,ICE,ICE,CKD,FAW-VW,VW,B,SUV/CUV,Main,Volume,2019," 57,806 ",AaK,PR66.SP,2019/5/1,2023/11/1,,,Vol.  Level,KAK0119,,
VW416/3CN_K,NF,B SUV,B SUV,MQB 41B,MQB,ICE,ICE,CKD,FAW-VW,VW,B,SUV/CUV,Main,Volume,2020," 101,812 ",AaK,PR66.SP,2019/5/1,2023/11/1,,,Vol.  Level,KAK0119,,
VW416/3CN_K,NF,B SUV,B SUV,MQB 41B,MQB,ICE,ICE,CKD,FAW-VW,VW,B,SUV/CUV,Main,Volume,2021," 98,930 ",AaK,PR66.SP,2019/5/1,2023/11/1,,,Vol.  Level,KAK0119,,
VW416/3CN_K,NF,B SUV,B SUV,MQB 41B,MQB,ICE,ICE,CKD,FAW-VW,VW,B,SUV/CUV,Main,Volume,2022," 79,322 ",AaK,PR66.SP,2019/5/1,2023/11/1,,,Vol.  Level,KAK0119,,
